ICRISAT accession identifier,Accession identifier,Crop,Genotype / Sequencing info,DOI,Mission code,Collectors number,Alternate accession identifier,Local name,Genus,Species,SPAUTHOR,SUBTAXA,SUBTAUTHOR,Cultivar name,Biological status,Collecting source,Donor cooperator code,Donor country,Acquisition Date,Collection Date,Country Source,Province,Collection site,Latitude,Longitude,Elevation,Ec No,FAO in trust,Core,Mini core,Remarks,Registered Date,Temperature,Humidity,Rainfall
7377,ICC 7377,Chickpea,NULL,10.18730/MHETV,ICRISAT-MISN-N/A,NULL,5354,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0909,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7378,ICC 7378,Chickpea,SRR12918745,10.18730/MHEVW,ICRISAT-MISN-N/A,NULL,5488,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0909,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL
7379,ICC 7379,Chickpea,NULL,10.18730/MHEWX,ICRISAT-MISN-N/A,NULL,BG 7 (Kanpur),NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Breeding/Research material,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7380,ICC 7380,Chickpea,SRR12918749,10.18730/MHEXY,ICRISAT-MISN-N/A,NULL,C 5 A,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Breeding/Research material,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Punjab,NULL,NULL,NULL,NULL,NULL,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL
7381,ICC 7381,Chickpea,NULL,10.18730/MHEYZ,ICRISAT-MISN-N/A,NULL,C 9,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Breeding/Research material,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Punjab,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7382,ICC 7382,Chickpea,NULL,10.18730/MHEZ*,ICRISAT-MISN-N/A,NULL,C 19-13 A,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Breeding/Research material,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Punjab,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7383,ICC 7383,Chickpea,NULL,10.18730/MHF0~,ICRISAT-MISN-N/A,NULL,C 39,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Breeding/Research material,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Punjab,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7384,ICC 7384,Chickpea,NULL,10.18730/MHF1$,ICRISAT-MISN-N/A,NULL,C 59 B,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Breeding/Research material,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Punjab,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7385,ICC 7385,Chickpea,NULL,10.18730/MHF2=,ICRISAT-MISN-N/A,NULL,D 8 B,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Breeding/Research material,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Punjab,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7386,ICC 7386,Chickpea,NULL,10.18730/MHF3U,ICRISAT-MISN-N/A,NULL,NULL,Dhargarh local,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Punjab,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7387,ICC 7387,Chickpea,NULL,10.18730/MHF40,ICRISAT-MISN-N/A,NULL,G 30,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Breeding/Research material,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Punjab,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7388,ICC 7388,Chickpea,NULL,10.18730/MHF51,ICRISAT-MISN-N/A,NULL,GC 404,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7389,ICC 7389,Chickpea,SRR12918748,10.18730/MHF62,ICRISAT-MISN-N/A,NULL,GC 607,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL
7390,ICC 7390,Chickpea,SRR12918747,10.18730/MHF73,ICRISAT-MISN-N/A,NULL,GC 607-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL
7391,ICC 7391,Chickpea,NULL,10.18730/MHF84,ICRISAT-MISN-N/A,NULL,GC 665,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7392,ICC 7392,Chickpea,NULL,10.18730/MHF95,ICRISAT-MISN-N/A,NULL,HYB 13-4,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Breeding/Research material,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7393,ICC 7393,Chickpea,NULL,10.18730/MHFA6,ICRISAT-MISN-N/A,NULL,K 852,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7394,ICC 7394,Chickpea,NULL,10.18730/MHFB7,ICRISAT-MISN-N/A,NULL,N 68,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Maharashtra,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7395,ICC 7395,Chickpea,NULL,10.18730/MHFC8,ICRISAT-MISN-N/A,NULL,NP 587,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,New Delhi,New Delhi,28.600004,77.199996,NULL,NULL,Yes,No,No,NULL,NULL,NULL,88,NULL
7396,ICC 7396,Chickpea,SRR12918746,10.18730/MHFD9,ICRISAT-MISN-N/A,NULL,T 11 A-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,Yes,No,NULL,NULL,13.7,NULL,168.2
7397,ICC 7397,Chickpea,NULL,10.18730/MHFEA,ICRISAT-MISN-N/A,NULL,T 13B,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7398,ICC 7398,Chickpea,NULL,10.18730/MHFFB,ICRISAT-MISN-N/A,NULL,T 19,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7399,ICC 7399,Chickpea,NULL,10.18730/MHFGC,ICRISAT-MISN-N/A,NULL,T 23 B,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7400,ICC 7400,Chickpea,NULL,10.18730/MHFHD,ICRISAT-MISN-N/A,NULL,T 23-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7401,ICC 7401,Chickpea,NULL,10.18730/MHFJE,ICRISAT-MISN-N/A,NULL,T 27,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7402,ICC 7402,Chickpea,NULL,10.18730/MHFKF,ICRISAT-MISN-N/A,NULL,T 35 B,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7403,ICC 7403,Chickpea,NULL,10.18730/MHFMG,ICRISAT-MISN-N/A,NULL,T 41,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7404,ICC 7404,Chickpea,NULL,10.18730/MHFNH,ICRISAT-MISN-N/A,NULL,T 44A,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7405,ICC 7405,Chickpea,NULL,10.18730/MHFPJ,ICRISAT-MISN-N/A,NULL,T 44A-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7406,ICC 7406,Chickpea,NULL,10.18730/MHFQK,ICRISAT-MISN-N/A,NULL,T 54 B,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7407,ICC 7407,Chickpea,NULL,10.18730/MHFRM,ICRISAT-MISN-N/A,NULL,T 54A,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7408,ICC 7408,Chickpea,NULL,10.18730/MHFSN,ICRISAT-MISN-N/A,NULL,T 57,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7409,ICC 7409,Chickpea,NULL,10.18730/MHFTP,ICRISAT-MISN-N/A,NULL,T 66 B,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7410,ICC 7410,Chickpea,NULL,10.18730/MHFVQ,ICRISAT-MISN-N/A,NULL,T 70 B,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7411,ICC 7411,Chickpea,NULL,10.18730/MHFWR,ICRISAT-MISN-N/A,NULL,T 80 B,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7412,ICC 7412,Chickpea,NULL,10.18730/MHFXS,ICRISAT-MISN-N/A,NULL,T 86,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7413,ICC 7413,Chickpea,SRR13556320,10.18730/MHFYT,ICRISAT-MISN-N/A,NULL,T 96,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL
7414,ICC 7414,Chickpea,NULL,10.18730/MHFZV,ICRISAT-MISN-N/A,NULL,T 97,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7415,ICC 7415,Chickpea,NULL,10.18730/MHG0W,ICRISAT-MISN-N/A,NULL,T 108,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7416,ICC 7416,Chickpea,NULL,10.18730/MHG1X,ICRISAT-MISN-N/A,NULL,T 108-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7417,ICC 7417,Chickpea,NULL,10.18730/MHG2Y,ICRISAT-MISN-N/A,NULL,T 113,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7418,ICC 7418,Chickpea,NULL,10.18730/MHG3Z,ICRISAT-MISN-N/A,NULL,T 114 B,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7419,ICC 7419,Chickpea,NULL,10.18730/MHG4*,ICRISAT-MISN-N/A,NULL,T 116,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7420,ICC 7420,Chickpea,NULL,10.18730/MHG5~,ICRISAT-MISN-N/A,NULL,T 116A,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7421,ICC 7421,Chickpea,NULL,10.18730/MHG6$,ICRISAT-MISN-N/A,NULL,T 120,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7422,ICC 7422,Chickpea,NULL,10.18730/MHG7=,ICRISAT-MISN-N/A,NULL,1-5-7-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7423,ICC 7423,Chickpea,NULL,10.18730/MHG8U,ICRISAT-MISN-N/A,NULL,1-57-2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7424,ICC 7424,Chickpea,NULL,10.18730/MHG90,ICRISAT-MISN-N/A,NULL,2-41-3 A,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7425,ICC 7425,Chickpea,NULL,10.18730/MHGA1,ICRISAT-MISN-N/A,NULL,3-24-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7426,ICC 7426,Chickpea,NULL,10.18730/MHGB2,ICRISAT-MISN-N/A,NULL,4,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7427,ICC 7427,Chickpea,NULL,10.18730/MHGC3,ICRISAT-MISN-N/A,NULL,9-24-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7428,ICC 7428,Chickpea,NULL,10.18730/MHGD4,ICRISAT-MISN-N/A,NULL,15,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7429,ICC 7429,Chickpea,NULL,10.18730/MHGE5,ICRISAT-MISN-N/A,NULL,16,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7430,ICC 7430,Chickpea,NULL,10.18730/MHGF6,ICRISAT-MISN-N/A,NULL,32,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7431,ICC 7431,Chickpea,NULL,10.18730/MHGG7,ICRISAT-MISN-N/A,NULL,39,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7432,ICC 7432,Chickpea,NULL,10.18730/MHGH8,ICRISAT-MISN-N/A,NULL,45,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7433,ICC 7433,Chickpea,NULL,10.18730/MHGJ9,ICRISAT-MISN-N/A,NULL,47,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7434,ICC 7434,Chickpea,NULL,10.18730/MHGKA,ICRISAT-MISN-N/A,NULL,50,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7435,ICC 7435,Chickpea,NULL,10.18730/MHGMB,ICRISAT-MISN-N/A,NULL,60-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7436,ICC 7436,Chickpea,NULL,10.18730/MHGNC,ICRISAT-MISN-N/A,NULL,83,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7437,ICC 7437,Chickpea,NULL,10.18730/MHGPD,ICRISAT-MISN-N/A,NULL,91,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7438,ICC 7438,Chickpea,NULL,10.18730/MHGQE,ICRISAT-MISN-N/A,NULL,94,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7439,ICC 7439,Chickpea,NULL,10.18730/MHGRF,ICRISAT-MISN-N/A,NULL,95,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7440,ICC 7440,Chickpea,NULL,10.18730/MHGSG,ICRISAT-MISN-N/A,NULL,110A,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7441,ICC 7441,Chickpea,SRR13556319,10.18730/MHGTH,ICRISAT-MISN-N/A,NULL,121-10,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL
7442,ICC 7442,Chickpea,NULL,10.18730/MHGVJ,ICRISAT-MISN-N/A,NULL,123-10,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7443,ICC 7443,Chickpea,NULL,10.18730/MHGWK,ICRISAT-MISN-N/A,NULL,162,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7444,ICC 7444,Chickpea,NULL,10.18730/MHGXM,ICRISAT-MISN-N/A,NULL,524-10,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
7445,ICC 7445,Chickpea,SRR13555487,10.18730/MHGYN,ICRISAT-MISN-N/A,NULL,742-7,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL
7446,ICC 7446,Chickpea,NULL,10.18730/MHGZP,ICRISAT-MISN-N/A,NULL,1025,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-0589,India,00:00.0,NULL,India,NULL,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
